종목코드,조회코드,종목명,영문명,시장구분,통화,현재가,등락률,시가총액,거래량,배당수익률,업종_소분류,상장폐지여부,국가,기준연도,결산월,매출액_전기,매출액_원화_전기,매출액_전전기,매출액_원화_전전기,매출액,매출액_원화,PER_전기,PER_전전기,PER,PBR_전기,PBR_전전기,PBR,EBITDA_전기,EBITDA_원화_전기,EBITDA_전전기,EBITDA_원화_전전기,EBITDA,EBITDA_원화,영업이익_전기,영업이익_원화_전기,영업이익_전전기,영업이익_원화_전전기,영업이익,영업이익_원화,당기순이익_전기,당기순이익_원화_전기,당기순이익_전전기,당기순이익_원화_전전기,당기순이익,당기순이익_원화,배당수익률_전기,배당수익률_전전기,ROA_전기,ROA_전전기,ROA,영업이익률
5232,5232.T,스미토모오사카시멘트,Sumitomo Osaka Cement Co Ltd,도쿄,JPY,5376.0,-0.59,172398196992.0,188800.0,2.22,건설 자재,True,일본,2026.0,3.31,219465000000.0,1892337000000.0,222502000000.0,1918523000000.0,223686000000.0,1928733000000.0,13.64,8.06,12.93,0.69,0.68,0.91,31955000000.0,275532000000.0,28942000000.0,249552000000.0,37270000000.0,321361000000.0,9351000000.0,80629000000.0,7251000000.0,62522000000.0,13648000000.0,117680000000.0,9008000000.0,77671000000.0,15339000000.0,132260999999.99998,11214000000.0,96693000000.0,3.01,3.12,2.6,4.35,3.18,6.1
6807,6807.T,일본항공 전자공업,Japan Aviation Electronics Industry Ltd,도쿄,JPY,2450.0,0.0,172241389600.0,151000.0,2.04,전자 장비 및 부품,True,일본,2026.0,3.31,221644000000.0,1911125000000.0,225781000000.0,1946797000000.0,227872000000.0,1964826000000.0,14.08,17.98,21.83,1.24,1.25,1.16,36489000000.0,314626000000.0,35061000000.0,302313000000.0,28669000000.0,247198000000.0,15615000000.0,134640000000.00002,14423000000.0,124361999999.99998,8937000000.0,77059000000.0,11592000000.0,99952000000.0,12245000000.0,105583000000.0,7069000000.0,60952000000.0,2.45,2.54,5.14,5.29,3.16,3.92
6588,6588.T,도시바 텍,Toshiba Tec Corp,도쿄,JPY,2975.0,-0.23,171446691500.0,94800.0,1.34,사무기기,True,일본,2026.0,3.31,577023000000.0,4975381000000.0,577023000000.0,4975381000000.0,569265000000.0,4908487000000.0,13.33,12.9,40.78,1.52,1.47,1.79,37740000000.0,325413000000.0,37740000000.0,325413000000.0,33133000000.0,285689000000.0,20251000000.0,174614000000.0,20251000000.0,174614000000.0,14336000000.0,123611999999.99998,29937000000.0,258132000000.00003,29937000000.0,258132000000.00003,-2285000000.0,-19702000000.0,0.81,1.5,8.92,8.92,-0.87,2.52
8890,8890.T,레섬,Raysum Co Ltd,도쿄,JPY,5890.0,0.0,171289446000.0,14000.0,0.0,"부동산 임대, 개발 및 운영",True,일본,2024.0,3.31,67906000000.0,585519000000.0,68402000000.0,589796000000.0,94265000000.0,812800000000.0,13.38,7.3,11.46,2.0,0.91,2.71,14939000000.0,128811999999.99998,13010000000.0,112179000000.0,23315000000.0,201034000000.0,14371000000.0,123914000000.00002,11363000000.0,97977000000.0,22824000000.0,196800000000.0,8376000000.0,72222000000.0,6630000000.0,57166999999.99999,11513000000.0,99271000000.0,1.49,2.79,7.75,6.17,9.71,24.21
8923,8923.T,토세이,TOSEI CORPORATION,도쿄,JPY,1751.0,-0.06,170774679800.0,139800.0,0.0,"부동산 임대, 개발 및 운영",True,일본,2025.0,11.3,82191830000.0,708699000000.0,79446330000.0,685026000000.0,94688970000.0,816456000000.0,14.0,11.56,12.09,1.91,1.48,1.73,20645040000.0,178012000000.0,17195490000.0,148268000000.0,23507800000.0,202696000000.0,19048570000.0,164246000000.0,16149370000.0,139248000000.0,22331590000.0,192554000000.0,11985200000.0,103342000000.0,10507090000.0,90597000000.0,14754770000.0,127223000000.0,2.21,2.62,4.6,4.61,5.06,23.58
8362,8362.T,후쿠이 은행,Fukui Bank Ltd,도쿄,JPY,7050.0,-0.7,170219916450.0,99600.0,2.11,은행,True,일본,2026.0,3.31,38324000000.0,330449000000.0,30419000000.0,262288000000.0,45322000000.0,390789000000.0,12.91,10.16,19.24,0.68,0.29,1.12,11130000000.0,95968000000.0,7365000000.0,63504999999.99999,17085000000.0,147315000000.0,9512000000.0,82017000000.0,5802000000.0,50028000000.0,15070000000.0,129941000000.00002,7166000000.0,61789000000.0,3717000000.0,32050000000.0,8601000000.0,74162000000.0,1.57,2.98,0.17,0.1,0.2,33.25
3076,3076.T,Ai 홀딩스,Ai Holdings Corp,도쿄,JPY,3005.0,1.11,170054182050.0,93400.0,4.71,전자 장비 및 부품,True,일본,2026.0,6.3,66197000000.0,570784000000.0,49812000000.0,429504000000.0,85024000000.0,733119000000.0,11.45,7.11,16.98,1.44,1.51,1.36,11296000000.0,97400000000.0,11259000000.0,97081000000.0,13557000000.0,116895000000.0,8889000000.0,76645000000.0,9853000000.0,84957000000.0,10762000000.0,92795000000.0,21280000000.0,183487000000.0,15681000000.0,135208999999.99998,11937000000.0,102927000000.0,3.38,3.54,18.13,18.12,8.35,12.66
5273,5273.T,미타니 세키산,Mitani Sekisan Co Ltd,도쿄,JPY,2022.0,0.05,169739612712.0,38000.0,2.15,건설 자재,True,일본,2026.0,3.31,87765000000.0,756754000000.0,83116000000.0,716668000000.0,99854000000.0,860991000000.0,12.18,13.91,11.2,1.37,1.55,1.46,16779000000.0,144677000000.0,14609000000.0,125966000000.00002,20892000000.0,180141000000.0,13892000000.0,119783999999.99998,12108000000.0,104401000000.0,17598000000.0,151739000000.0,10175000000.0,87734000000.0,9251000000.0,79767000000.0,13782000000.0,118834999999.99998,2.44,2.0,8.46,8.32,10.5,17.62
215A,215A.T,타이미,Timee  Inc.,도쿄,JPY,1679.0,4.81,169147497000.0,1569000.0,0.0,고용 서비스,True,일본,2026.0,4.3,34289290000.0,295659000000.0,26880690000.0,231779000000.0,,,29.59,51.62,,10.15,14.13,11.36,7006490000.0,60413000000.0,4429830000.0,38196000000.0,,,6747460000.0,58179999999.99999,4247680000.000001,36626000000.0,,,5310230000.0,45787000000.0,2797080000.0,24118000000.0,,,,,17.65,12.61,,
8803,8803.T,헤이와부동산,Heiwa Real Estate Co Ltd,도쿄,JPY,2381.0,-0.71,169098600952.0,123300.0,4.3,"부동산 임대, 개발 및 운영",True,일본,2026.0,3.31,42075000000.0,362792000000.0,44433000000.0,383124000000.0,50855000000.0,438497000000.0,16.99,19.61,14.56,1.37,1.35,1.24,18874000000.0,162741000000.0,18807000000.0,162163000000.0,20976000000.0,180866000000.0,13196000000.0,113783000000.0,13022000000.0,112282000000.0,15109000000.0,130277000000.0,9565000000.0,82474000000.0,8450000000.0,72860000000.0,11032000000.0,95123000000.0,3.12,2.56,2.32,2.1,2.53,29.71
8584,8584.T,작스,JACCS CO.  LTD.,도쿄,JPY,3750.0,-1.19,168974970000.0,130300.0,5.27,소비자 대출,True,일본,2026.0,3.31,190978000000.0,1646708000000.0002,184781000000.0,1593274000000.0,192314000000.0,1658227000000.0,7.43,5.51,10.13,0.57,0.57,0.58,36952000000.0,318619000000.0,44587000000.0,384451000000.0,31950000000.0,275489000000.0,25732000000.0,221874000000.0,33126000000.0,285629000000.0,20414000000.0,176020000000.0,18620000000.0,160551000000.0,23770000000.0,204957000000.00003,15314000000.0,132045000000.0,4.93,5.26,0.47,0.66,0.37,10.61
3481,3481.T,미쓰비시 토지 물류 리츠 투자,Mitsubishi Estate Logistics REIT Investment Corp,도쿄,JPY,113200.0,-0.35,168103245200.0,3335.0,5.48,상업용 REITs,True,일본,2025.0,8.31,16914200000.0,145843000000.0,14660810000.0,126413000000.00002,17149390000.0,147871000000.0,21.56,25.59,20.21,1.15,1.13,1.1,9237230000.0,79648000000.0,7668370000.0,66121000000.0,9383580000.0,80910000000.0,9199890000.0,79326000000.0,7633940000.0,65824000000.0,9351840000.0,80636000000.0,8553639999.999999,73754000000.0,6939280000.0,59834000000.0,8600020000.0,74154000000.0,5.22,4.0,3.09,2.78,3.02,54.53
3433,3433.T,토칼로,Tocalo Co Ltd,도쿄,JPY,2724.0,1.3,166708800000.0,150500.0,3.42,철 및 강철,True,일본,2026.0,3.31,54231000000.0,467607000000.0,46735000000.0,402973000000.0,58490000000.0,504330000000.0,23.6,15.68,16.36,3.22,1.77,2.45,15570000000.0,134252000000.0,12253000000.0,105651000000.0,17919000000.0,154507000000.0,12271000000.0,105807000000.0,9197000000.0,79301000000.0,14102000000.0,121594000000.0,8052000000.0,69428000000.0,6326000000.0,54546000000.0,10060000000.0,86742000000.0,2.28,3.5,10.82,9.1,12.7,24.11
6315,6315.T,도와,TOWA CORPORATION,도쿄,JPY,2212.0,0.18,166271507612.0,2936600.0,1.09,반도체 장비 및 테스트,True,일본,2026.0,3.31,53479200000.0,461124000000.0,53479200000.0,461124000000.0,54365220000.0,468764000000.00006,32.06,13.21,36.96,4.13,1.7,2.46,11669900000.0,100624000000.0,11669900000.0,100624000000.0,10187780000.0,87844000000.0,8847320000.0,76286000000.0,8847320000.0,76286000000.0,6917030000.0,59641999999.99999,8121050000.0,70024000000.0,8121050000.0,70024000000.0,4593100000.0,39604000000.0,0.59,0.96,9.49,9.49,4.85,12.72
9960,9960.T,도테크,Totech Corp,도쿄,JPY,3950.0,1.28,165757800000.0,86200.0,3.28,전기 부품 및 장비,True,일본,2026.0,3.31,155958000000.0,1344748000000.0,140732000000.0,1213462000000.0,170013000000.0,1465937000000.0,14.23,13.92,11.29,2.65,2.09,2.15,16465000000.0,141969000000.0,11916000000.0,102746000000.0,19440000000.0,167621000000.0,14691000000.0,126673000000.0,9905000000.0,85406000000.0,17125000000.0,147660000000.0,11194000000.0,96520000000.0,7004000000.0,60391999999.99999,13133000000.0,113239000000.00002,3.04,2.65,10.88,7.28,11.92,10.07
4776,4776.T,사이보즈,Cybozu Inc,도쿄,JPY,3140.0,4.49,165659492000.0,201000.0,0.0,소프트웨어,True,일본,2025.0,12.31,29675000000.0,255873000000.0,29675000000.0,255873000000.0,37430000000.0,322740000000.0,27.12,40.81,21.7,8.4,12.64,8.69,7244000000.0,62461000000.0,7244000000.0,62461000000.0,12837000000.0,110686999999.99998,4892000000.0,42181000000.0,4892000000.0,42181000000.0,10101000000.0,87096000000.0,3555000000.0,30653000000.0,3555000000.0,30653000000.0,7081000000.0,61055999999.99999,1.42,0.94,17.63,17.63,27.45,26.99
6498,6498.T,키츠,Kitz Corp,도쿄,JPY,1884.0,0.32,164973611124.0,368600.0,3.35,산업용 기계 및 장비,True,일본,2025.0,12.31,172042000000.0,1483432000000.0,166941000000.0,1439449000000.0,176682000000.0,1523441000000.0,15.72,9.46,14.15,1.7,1.03,1.41,21346000000.0,184056000000.0,21070000000.0,181676000000.0,22605000000.0,194912000000.0,14220000000.0,122611999999.99998,13687000000.0,118016000000.00002,15454000000.0,133252000000.0,11824000000.0,101952000000.0,10591000000.0,91321000000.0,11465000000.0,98857000000.0,2.26,3.62,7.06,6.82,6.56,8.75
4928,4928.T,Noevir 홀딩스,Noevir Holdings Co Ltd,도쿄,JPY,4810.0,-0.21,164293356630.0,78700.0,0.0,개인 생활 필수 용품,True,일본,2025.0,9.3,63823000000.0,550314000000.0,62552000000.0,539355000000.0,64724000000.0,558083000000.0,18.72,22.57,21.09,2.79,3.29,3.13,12432000000.0,107195000000.0,12244000000.0,105574000000.0,11940000000.0,102953000000.0,11423000000.0,98495000000.0,11024000000.0,95054000000.0,11075000000.0,95494000000.0,7970000000.0,68721000000.0,7673000000.0,66160000000.0,8030000000.0,69239000000.0,5.14,4.32,10.52,10.15,10.71,17.11
2337,2337.T,이치고,Ichigo Inc,도쿄,JPY,394.0,0.0,164143785248.0,730200.0,3.93,"부동산 임대, 개발 및 운영",True,일본,2026.0,2.28,83576000000.0,720634000000.0,82747000000.0,713486000000.0,92705000000.0,799349000000.0,23.57,23.58,15.96,1.88,1.58,1.4,21260000000.0,183314000000.0,17916000000.0,154481000000.0,25256000000.0,217770000000.0,16309000000.0,140624000000.0,12960000000.0,111748000000.0,20449000000.0,176322000000.0,15187000000.0,130950000000.0,12108000000.0,104401000000.0,16628000000.0,143375000000.0,2.13,2.38,3.98,3.5,4.0,22.06
7105,7105.T,닛폰운송기,Mitsubishi Logisnext Co Ltd,도쿄,JPY,1529.0,0.0,163625954877.0,704900.0,0.0,중장비 및 차량,True,일본,2025.0,3.31,701770000000.0,6051012000000.0,615421000000.0,5306468000000.0,665594000000.0,5739084000000.0,5.88,11.36,10.15,1.8,2.14,1.32,79817000000.0,688222000000.0,48280000000.0,416294000000.0,62062000000.0,535130000000.0,42603000000.0,367344000000.0,14709000000.0,126828000000.0,20766000000.0,179055000000.0,27520000000.0,237291000000.0,6913000000.0,59607000000.00001,8664000000.0,74705000000.0,1.01,0.59,5.47,1.56,1.67,3.12
1926,1926.T,라이토 공업,Raito Kogyo Co Ltd,도쿄,JPY,3805.0,0.66,163502562250.0,166400.0,3.86,건설 및 엔지니어링,True,일본,2026.0,3.31,121457000000.0,1047263000000.0,117324000000.0,1011626000000.0,139216000000.0,1200390000000.0,17.96,15.95,12.7,1.96,1.44,1.78,15906000000.0,137149000000.0,14135000000.0,121879000000.0,20310000000.0,175123000000.0,12811000000.0,110463000000.00002,11245000000.0,96960000000.0,17201000000.0,148316000000.0,9919000000.0,85527000000.0,8181000000.0,70541000000.0,12487000000.0,107669000000.0,2.85,2.41,8.02,6.56,10.07,12.36
9715,9715.T,트랜스코스모스,transcosmos Inc,도쿄,JPY,3725.0,0.68,163390107100.0,175800.0,3.92,경영 지원 서비스,True,일본,2026.0,3.31,375849000000.0,3240758000000.0,375849000000.0,3240758000000.0,393866000000.0,3396110000000.0,12.84,10.48,10.95,1.23,1.01,1.09,20837000000.0,179667000000.0,20837000000.0,179667000000.0,22213000000.0,191532000000.0,14475000000.0,124810999999.99998,14475000000.0,124810999999.99998,16558000000.0,142771000000.0,11332000000.0,97710000000.0,11332000000.0,97710000000.0,13084000000.0,112817000000.0,2.72,3.33,6.0,6.0,6.48,4.2
8343,8343.T,아키타 은행,Akita Bank Ltd,도쿄,JPY,9030.0,1.35,163385596290.0,128800.0,2.24,은행,True,일본,2026.0,3.31,29430000000.0,253760000000.0,24720000000.0,213148000000.0,42569000000.0,367051000000.0,16.93,8.93,19.91,0.62,0.25,0.9,11403000000.0,98322000000.0,9701000000.0,83647000000.0,14242000000.0,122802000000.0,10106000000.0,87139000000.0,8143000000.0,70213000000.0,13015000000.0,112222000000.0,5662000000.0,48821000000.0,4541000000.0,39155000000.0,7692000000.0,66324000000.0,2.46,3.75,0.16,0.13,0.22,30.57
2767,2767.T,츠부라야 필즈 홀딩스,Tsuburaya Fields Holdings Inc,도쿄,JPY,2495.0,-1.34,163245729250.0,373900.0,5.54,카지노 및 도박,True,일본,2026.0,3.31,140581000000.0,1212160000000.0,141923000000.0,1223731000000.0,174142000000.0,1501539000000.0,7.67,11.07,11.89,1.73,2.38,2.65,16728000000.0,144237000000.0,13108000000.0,113024000000.0,19576000000.0,168794000000.0,15268000000.0,131648000000.0,11802000000.0,101763000000.0,17445000000.0,150420000000.0,11158000000.0,96210000000.0,11551000000.0,99598000000.0,13050000000.0,112524000000.0,3.51,2.15,12.76,14.43,13.03,10.02
9025,9025.T,코노이케 운송,Konoike Transport Co Ltd,도쿄,JPY,2861.0,-0.24,162940936562.0,94100.0,3.84,지상 화물 및 물류,True,일본,2026.0,3.31,344987000000.0,2974650000000.0,344987000000.0,2974650000000.0,355555000000.0,3065773000000.0,9.41,9.05,10.2,1.03,0.99,0.98,30481000000.0,262822000000.0,30481000000.0,262822000000.0,33200000000.0,286267000000.0,21385000000.0,184392000000.0,21385000000.0,184392000000.0,22785000000.0,196464000000.0,14050000000.0,121146000000.0,14050000000.0,121146000000.0,14268000000.0,123026000000.0,4.09,2.78,5.15,5.15,5.05,6.41
3880,3880.T,다이오 제지,Daio Paper Corporation,도쿄,JPY,962.0,-1.54,162590434812.0,214400.0,1.43,종이 제품,True,일본,2026.0,3.31,668912000000.0,5767694000000.0,671688000000.0,5791630000000.0,666770000000.0,5749224000000.0,12.55,13.22,11.71,0.68,0.56,0.67,58244000000.0,502209000000.0,63294000000.0,545753000000.0,71024000000.0,612404000000.0,9807000000.0,84561000000.0,14367000000.0,123879000000.0,24032000000.0,207216000000.0,-11197000000.0,-96546000000.0,4507000000.0,38862000000.0,8886000000.0,76620000000.0,1.45,1.68,-1.06,0.67,1.23,3.6
1968,1968.T,다이헤이 전업,Taihei Dengyo Kaisha Ltd,도쿄,JPY,2490.0,0.28,162337890600.0,106500.0,3.02,건설 및 엔지니어링,True,일본,2026.0,3.31,125670000000.0,1083590000000.0,129363000000.0,1115432000000.0,141657000000.0,1221437000000.0,19.51,11.24,13.14,1.62,0.97,1.24,14519000000.0,125190000000.00002,11612000000.0,100124000000.0,16274000000.0,140323000000.0,13037000000.0,112411999999.99998,10049000000.0,86648000000.0,14839000000.0,127949000000.0,9753000000.0,84095000000.0,8395000000.0,72386000000.0,11902000000.0,102625000000.0,2.37,2.73,6.33,5.63,7.3,10.48
2124,2124.T,제이에이씨리쿠르트먼트,JAC Recruitment Co Ltd,도쿄,JPY,975.0,-0.2,161418270000.0,230800.0,3.89,고용 서비스,True,일본,2025.0,12.31,39156000000.0,337623000000.0,34475000000.0,297261000000.0,46089000000.0,397402000000.0,25.4,17.11,18.44,8.71,6.06,7.06,9736000000.0,83949000000.0,8875000000.0,76525000000.0,12150000000.0,104763000000.00002,9090000000.0,78379000000.0,8215000000.0,70834000000.0,11683000000.0,100737000000.0,5611000000.0,48381000000.0,5978000000.0,51545000000.00001,8400000000.0,72429000000.0,2.61,3.44,22.66,26.22,29.52,25.35
7730,7730.T,마니,MANI  Inc.,도쿄,JPY,1506.0,0.0,161146935162.0,181900.0,2.72,"의료 장비, 물품 및 유통",True,일본,2025.0,8.31,28513000000.0,245853000000.00003,24488000000.0,211148000000.0,29968000000.0,258399000000.0,19.77,30.38,28.88,2.37,3.6,2.9,10662000000.0,91933000000.0,9160000000.0,78982000000.0,10664000000.0,91950000000.0,8392000000.0,72360000000.0,7243000000.0,62453000000.0,8193000000.0,70644000000.0,6286000000.0,54201000000.0,5953000000.0,51329999999.99999,4643000000.0,40034000000.0,3.1,2.03,11.21,11.33,8.07,27.34
2685,2685.T,앤드 ST HD,And ST HD Co Ltd,도쿄,JPY,3285.0,-0.9,160308000000.0,216600.0,2.71,의류 및 액세서리 소매,True,일본,2026.0,2.28,293110000000.0,2527341000000.0,275596000000.0,2376327000000.0,304351000000.0,2624266000000.0,13.02,9.03,14.62,1.84,1.89,1.93,26998000000.0,232790000000.0,28311000000.0,244112000000.0,29916000000.0,257951000000.00003,15510000000.0,133734999999.99998,18015000000.0,155334000000.0,16524000000.0,142478000000.0,9614000000.0,82897000000.0,13513000000.0,116516000000.00002,9498000000.0,81897000000.0,3.27,2.9,7.26,11.32,6.96,5.43
6632,6632.T,JVC켄우드,JVCKENWOOD Corp,도쿄,JPY,991.1,-3.07,160126874271.0,1583100.0,1.96,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,370308000000.0,3192981000000.0,359459000000.0,3099435000000.0,356865000000.0,3077068000000.0,7.76,11.66,9.0,1.4,1.39,1.02,42011000000.0,362240000000.0,37942000000.0,327155000000.0,38762000000.0,334225000000.0,24720000000.0,213148000000.0,19761000000.0,170389000000.0,20796000000.0,179314000000.0,20276000000.0,174830000000.0,13016000000.0,112230000000.0,16787000000.0,144746000000.0,1.36,1.6,6.67,4.51,5.13,5.83
8387,8387.T,시코쿠 은행,Shikoku Bank Ltd,도쿄,JPY,3775.0,1.89,160060000000.0,173100.0,2.32,은행,True,일본,2026.0,3.31,40462000000.0,348884000000.0,34123000000.0,294226000000.0,46429000000.0,400334000000.0,15.26,6.57,13.93,0.67,0.29,0.79,14353000000.0,123758999999.99998,11867000000.0,102323000000.0,31224000000.0,269229000000.0,12052000000.0,103918000000.0,9957000000.0,85854000000.0,29132000000.0,251191000000.0,6813000000.0,58745000000.00001,7285000000.0,62815000000.0,17445000000.0,150420000000.0,2.08,4.13,0.2,0.22,0.51,62.75
167A,167A.T,료요 료산 홀딩스,Ryoyo Ryosan Holdings Inc,도쿄,JPY,3195.0,-0.93,159750000000.0,137400.0,4.34,반도체,True,일본,2026.0,3.31,359811000000.0,3102470000000.0,0.0,0.0,359948000000.0,3103652000000.0,13.33,,16.35,0.84,,0.94,10554000000.0,91002000000.0,0.0,0.0,12265000000.0,105755000000.0,8542000000.0,73653000000.0,0.0,0.0,10248000000.0,88363000000.0,9387000000.0,80939000000.0,0.0,0.0,7560000000.0,65186000000.0,5.1,,,,3.14,2.85
6379,6379.T,라이즈넥스트,Raiznext Corp,도쿄,JPY,2949.0,-0.51,159741588297.0,168100.0,3.98,건설 및 엔지니어링,True,일본,2026.0,3.31,157371000000.0,1356931000000.0,157371000000.0,1356931000000.0,174531000000.0,1504894000000.0,14.2,11.13,15.88,1.37,1.07,1.83,12111000000.0,104427000000.0,12111000000.0,104427000000.0,16502000000.0,142288000000.0,10858000000.0,93623000000.0,10858000000.0,93623000000.0,14713000000.0,126863000000.00002,8100000000.0,69842000000.0,8100000000.0,69842000000.0,10459000000.0,90183000000.0,5.43,5.38,7.22,7.22,9.33,8.43
7734,7734.T,리켄계기,Riken Keiki Co Ltd,도쿄,JPY,3350.0,1.36,158528700000.0,77900.0,1.82,산업용 기계 및 장비,True,일본,2026.0,3.31,49038950000.0,422838000000.0,45581360000.0,393025000000.0,55212230000.0,476067000000.0,19.58,15.41,15.09,2.05,1.79,1.79,12704050000.0,109541000000.00002,13447140000.0,115948000000.0,14478050000.0,124836999999.99998,10642290000.0,91763000000.0,11476090000.0,98953000000.0,12425030000.0,107134999999.99998,8007560000.0,69045000000.0,8378670000.0,72245000000.0,9957360000.0,85857000000.0,1.45,1.44,8.83,9.95,10.27,22.5
7287,7287.T,니폰세이키,Nippon Seiki Co Ltd,도쿄,JPY,2700.0,-0.18,157872507300.0,139500.0,3.33,"자동차, 트럭 및 오토바이 부품",True,일본,2026.0,3.31,316397000000.0,2728133000000.0,312355000000.0,2693281000000.0,327894000000.0,2827266000000.0,25.26,13.81,17.99,0.68,0.37,0.67,21674000000.0,186884000000.0,22984000000.0,198180000000.0,25606000000.0,220788000000.0,9243000000.0,79698000000.0,10267000000.0,88527000000.0,12292000000.0,105988000000.00002,6122000000.0,52787000000.0,5300000000.0,45699000000.0,8220000000.0,70877000000.0,2.55,3.63,1.87,1.62,2.57,3.75
6420,6420.T,갈릴레이 홀딩스,GALILEI HOLDINGS CO. LTD.,도쿄,JPY,3560.0,0.85,157111059200.0,39700.0,2.52,전기 부품 및 장비,True,일본,2026.0,3.31,130639000000.0,1126435000000.0,130639000000.0,1126435000000.0,138616000000.0,1195216000000.0,11.4,9.73,11.34,1.34,1.16,1.26,18141000000.0,156421000000.0,18141000000.0,156421000000.0,18970000000.0,163569000000.0,16572000000.0,142892000000.0,16572000000.0,142892000000.0,17078000000.0,147255000000.0,12008000000.0,103539000000.00002,12184000000.0,105057000000.0,12197000000.0,105169000000.0,2.16,2.49,8.88,9.01,8.3,12.32
3156,3156.T,리스타,Restar Corp,도쿄,JPY,5220.0,-0.19,156979196460.0,90200.0,2.77,반도체,True,일본,2026.0,3.31,561001000000.0,4837231000000.0,512484000000.0,4418893000000.0,630905000000.0,5439978000000.0,7.46,8.68,15.78,0.97,0.82,1.55,18861000000.0,162629000000.0,19564000000.0,168691000000.0,22012000000.0,189798000000.0,14174000000.0,122215000000.00002,15931000000.0,137365000000.00002,16739000000.0,144332000000.0,7473000000.0,64436000000.0,7004000000.0,60391999999.99999,7691000000.0,66316000000.0,4.03,5.24,2.9,2.74,2.7,2.65
